t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,2,172,117,215,135,171,86,172,117,262,172,117,172,117,99,35,0,117,172,117,172,117,228,20,80,0,86,187,208,215,172,117
82,16,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93,153,25,93
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,112,274,158,215,274,158,215,298,76,208,76,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81
82,16,31,89,208,159,261,31,125,89,208,287,159,89,208,261,274,215,260,65,260,65,240,117,159,274,215,260,65,260,141,65,261,106,171,159,260,141,65,260,35,260,141,65,260,240,117,260,65,141,208,141,260,65,117,31,117,240,117,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,112,117,56,208,71,56,172,117,240,117,240,117,260,141,65,260,117,260,141,65,260
82,228,16,29,82,29,82,248,194,144,194,235,194,144,194,235,16,235,172,117,172,117,235,29,82,29,235,29,82,235,297,29,82,235,29,82,235,29,82,235,108,235,208,235,172,117,172,117,235,194,257,114,215,82,228,240,117,208,82,208,235,194,235,194,257,114,215,82,228,240,117,29,82,235,82,228,240,117,29,82,235,82,228,240,117,29,82,235,82,228,240,117,29,82,235,82,228,240,117,29
16,215,274,158,215,274,158,215,274,158,257,114,215,228,172,240,117,240,117,20,125,208,297,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,297,135,171,215,274,158,215,275,240,117,106,171,260,240,117,260,65,141,260,65,100,215,240,117,260,65,215,274,260,65,141,240,117,71,297,135,171,215,65,117,260,65,141,260,65
82,16,172,117,35,86,31,215,122,260,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,65,260,87,14,65,87,14,65,260,141,65,87,14,65,260,141,65,260,141,65,260,141,65,87,14,65,260,141,65,87,14,65,260,141,65,80,240,117,208,35,208,35,240,117,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,260,240,117,240,117,50,71,25,71
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,71,25,71,275,260,240
82,16,93,215,89,208,215,274,158,215,274,158,215,274,158,208,93,260,65,260,65,260,172,297,93,208,264,194,215,297,8,135,171,178,215,297,8,135,171,178,215,297,8,135,171,178,215,297,8,215,297,8,135,171,82,208,240,117,71,297,135,171,215,29,198,208,172,117,208,215,260,65,260,65,260,194,297,194,297,194,297,194,297,248,194,144,194,297,194,297,194,248,194,82,194,297,194,297,153,194
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
240,117,240,117,240,117,228,208,93,208,82,172,117,71,56,172,117,240,117,240,117,60,81,215,274,158,215,274,158,215,208,187,208,274,158,266,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,60,81,240,117,240,117,71,297,135,171,215,35,240,117,35,240,117,208,117,35,240,117,260,35,117,35,60,81,60,81,208,225,35,225,215,275,260,141,65,260,141,65,198,172,117,260
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71
82,16,248,275,240,117,248,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,257,114,215,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,297,286,10,286,135,198,171,215,178,215,286,275,112,240,286,117,35,110,275,240,117,275,240,117,275,240,286,73
82,16,215,274,158,215,274,158,215,274,158,208,158,25,235,112,123,65,208,240,25,50,235,297,135,171,215,93,153,25,235,71,260,141,65,260,141,65,198,172,117,260,275,112,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,260,141,65,112,123,65,240,25,50,235,93,153,25,235,112,123,65,240,25,50,235,93,153,25,235,71,260,141,65,260,141,65,198,172,117,260,275,112,71,25
82,228,16,172,117,172,117,208,16,240,208,240,117,240,117,240,117,260,141,65,260,141,65,260,141,65,215,50,86,82,86,240,117,82,240,117,20,215,86,208,257,29,215,297,93,208,199,264,215,208,82,297,93,199,264,215,82,144,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,144,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,144,257,215,257
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
208,187,208,93,208,172,117,82,60,81,60,81,297,93,215,260,141,65,260,141,65,198,172,117,260,294,275,112,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,208,35,215,274,158,215,274,158,215,240,117,172,60,81,60,81,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,240,117,71,297,135,171,215,208,225,35,60,81,35,225,35,225,215,260
198,215,274,158,215,274,158,215,240,117,71,297,135,171,215,89,208,108,215,240,117,240,117,109,201,95,148,80,133,274,158,31,261,240,117,208,73,297,128,248,73,144,73,208,73,208,73,257,114,73,208,73,208,73,114,73,208,73,208,73,208,73,114,73,208,73,208,73,114,73,208,73,114,73,208,73,114,73,114,215,73,257,114,73,114,215,128,208,128,73,208,297,264,208,215,128,73,297,264,208
240,117,240,117,240,117,228,208,187,208,93,208,82,172,117,71,56,172,117,240,117,240,117,60,81,215,274,158,215,274,158,215,208,187,208,274,158,266,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,60,81,240,117,240,117,71,297,135,171,215,35,240,117,35,240,117,208,117,35,240,117,260,35,117,35,60,81,60,81,208,225,35,225,215,275,260,141,65,260,141,65,198,172
208,187,208,93,208,172,117,82,60,81,60,81,297,93,215,260,141,65,260,141,65,198,172,117,260,294,275,112,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,208,35,215,274,158,215,274,158,215,240,117,172,60,81,60,81,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,240,117,71,297,135,171,215,208,225,35,225,35,225,215,260,275,240,117
172,117,172,117,172,117,198,208,260,274,158,215,274,158,215,257,215,257,25,172,117,260,274,158,172,117,172,117,29,260,141,65,286,172,117,240,117,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,260,172,117,260,257,25,240
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
16,208,215,35,172,117,208,172,117,208,240,117,82,240,117,240,117,240,117,240,117,240,117,208,240,117,293,256,172,117,293,256,208,240,117,71,297,135,171,215,208,35,240,117,208,240,117,215,208,172,187,117,31,194,85,240,117,248,194,144,297,215,297,215,297,215,297,215,297,215,297,215,60,81,60,81,110,172,60,81,60,81,60,81,111,81,111,81,140,111,81,140,111,81,140,111,81,140,111,81
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,208,243,35,286,172,117,56,111,81,140,13,172,117,112,31,20,215,20,215,20,215,20,215,20,215,111,81,140,291,81,291,208,291,20,215,291,20,215,20,215,291,208,35,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,20
82,16,215,274,158,215,274,158,215,274,158,208,172,117,172,117,172,117,208,187,208,240,117,240,117,172,117,110,261,89,240,117,240,117,71,297,135,171,215,35,208,240,117,240,117,208,187,208,158,117,215,86,257,172,117,172,117,172,117,172,117,172,117,260,209,260,141,208,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260
82,16,172,240,117,235,215,274,158,215,274,158,215,240,117,82,172,117,240,117,20,125,172,117,125,172,117,125,172,117,125,208,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158
198,260,274,158,215,274,158,215,298,25,208,25,172,117,172,117,260,141,65,172,117,172,286,172,117,240,117,286,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297,135,171,215
82,228,16,172,240,117,208,215,274,158,215,274,158,215,286,73,286,208,73,286,297,93,286,10,286,208,264,262,274,208,158,187,208,158,187,215,29,215,297,248,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,257,114,215,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73,286,73
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,16,86,208,215,86,215,86,215,208,187,208,86,222,135,171,89,149,215,286,208,172,297,135,171,215,80,133,215,208,235,82,172,117,260,141,260,141,260,141,260,141,172,117,141,260,141,260,141,65,260,65,215,274,158,215,274,158,215,240,117,71,297,135,171,215,260,65,156,215,240,262,112,123,65,274
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
286,172,117,275,208,187,208,240,275,240,275,71,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,275,240,275,240,117,172,117,240,275,240,275,240,275,208,172,117,298,297,135,171,215,240,275,240,275,82,260,141,65,260,141,65,260,141,65,240,172,275,240,117,172,275,240,117,172,117,110,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
82,16,25,293,256,240,117,71,297,135,171,215,274,158,215,274,158,215,25,31,122,261,89,172,274,158,215,274,158,215,274,158,215,274,158,215,84,18,261,157,82,172,274,158,215,274,158,215,274,158,215,274,158,215,84,18,261,157,82,240,117,274,215,260,65,260,141,65,260,70,260,65,141,260,141,65,260,65,274,215,260,65,260,65,157,274,215,260,65,260,141,65,274,215,260,65,260,141,65,287
16,172,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158
82,16,208,297,93,199,264,215,208,5,172,283,215,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,16,86,208,215,86,215,86,215,208,286,110,142,208,142,208,240,117,50,248,194,144,194,266,215,35,208,35,240,117,60,81,35,208,240,117,240,117,208,274,158,172,117,240,117,208,240,117,215,274,35,215,260,141,65,215,260,141,65,260,141,65,260,141,65,240,117,174,35,208,117,35,117,174
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71
82,16,208,257,29,215,112,277,65,112,208,112,257,215,194,257,215,194,297,257,215,194,297,93,257,215,93,10,297,208,264,208,264,208,264,208,264,208,127,297,93,252,199,252,215,112,194,297,194,297,93,257,215,93,10,297,264,208,127,297,93,252,199,252,215,112,194,297,194,297,93,257,215,93,10,297,264,127,297,93,252,199,252,215,112,194,297,194,297,93,257,215,93,10,297,264,127,297,93,252
172,117,172,117,172,117,198,208,260,274,158,215,274,158,215,257,215,257,25,172,117,260,274,158,172,117,172,117,260,141,65,286,172,117,240,117,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71
82,228,16,60,81,60,81,260,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,35,240,117,89,80,208,35,172,60,81,60,81,215,208,225,35,60,81,35,56,71,56,172,117,240,117,240,117,225,35,225,35,117,35,225,35,225,35,225,215,260,275,208,260,141,65,260,141,65,198,172,117,260,294,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141
82,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,274,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,70,37,158,215,82,240,117,82,240,117,297,8,135,171,198
82,16,35,25,215,240,117,71,297,135,171,215,240,117,86,208,86,31,261,106,171,260,240,117,260,65,141,260,65,260,141,65,260,65,141,260,65,194,260,82,240,117,240,117,260,117,141,240,117,261,117,261,117,240,117,215,240,117,260,65,260,65,141,260,65,141,65,260,65,141,260,65,141,65,298,297,135,171,215,261,2,81,140,208,240,117,208,117,60,81,25,117,60,81,25,60,81,25,60,81
82,208,187,208,172,117,172,208,16,208,172,117,172,117,172,117,172,117,275,240,275,82,260,141,65,260,141,65,260,141,65,240,275,260,240,275,82,240,275,82,240,275,82,240,275,240,275,240,275,208,187,208,240,275,208,240,275,240,275,240,275,240,275,274,158,274,158,215,274,240,275,112,123,65,240,275,240,275,240,275,240,275,240,275,20,95,240,275,274,158,274,158,215,274,158,274,158,215,274,158
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,172,117,215,135,171,86,172,117,262,172,117,172,117,99,35,0,117,172,228,20,80,0,208,172,86,215,172,117,172,117,172,117
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,172,117,215,135,171,86,172,117,262,208,262,172,117,172,117,99,35,0,117,172,228,20,80,0,86,215,172,117,172,117,172,117
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
82,16,208,243,286,56,2,81,140,2,81,140,142,240,117,260,240,117,240,208,187,208,198,172,117,240,117,297,135,171,215,35,172,117,275,240,80,60,215,31,156,86,194,248,194,144,293,256,297,135,171,215,274,158,215,208,20,34,208,264,187,215,20,34,208,264,187,215,208,20,34,208,264,187,215,20,34,208,264,187,215,208,20,34,208,264,187,215,20,34,208,264,187,215,208,20,34,208,264,187
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
